
0it [00:00, ?it/s]
2884it [31:06,  1.28s/it, bound:0 nc:  1 ncall:1.8e+04 eff:15.9% logz-ratio=8.38+/-0.03 dlogz:0.251>0.1]
2885it [31:07,  1.29s/it, bound:0 nc: 20 ncall:1.8e+04 eff:15.9% logz-ratio=8.38+/-0.03 dlogz:0.250>0.1]
2886it [31:08,  1.02it/s, bound:0 nc:  3 ncall:1.8e+04 eff:15.9% logz-ratio=8.38+/-0.03 dlogz:0.250>0.1]
2887it [31:09,  1.26s/it, bound:0 nc: 27 ncall:1.8e+04 eff:15.9% logz-ratio=8.38+/-0.03 dlogz:0.250>0.1]
2888it [31:16,  2.98s/it, bound:0 nc: 94 ncall:1.8e+04 eff:15.8% logz-ratio=8.38+/-0.03 dlogz:0.250>0.1]
2889it [31:18,  2.68s/it, bound:0 nc: 27 ncall:1.8e+04 eff:15.8% logz-ratio=8.38+/-0.03 dlogz:0.249>0.1]
2890it [31:21,  2.59s/it, bound:0 nc: 33 ncall:1.8e+04 eff:15.8% logz-ratio=8.38+/-0.03 dlogz:0.249>0.1]
2891it [31:23,  2.58s/it, bound:0 nc: 35 ncall:1.8e+04 eff:15.8% logz-ratio=8.38+/-0.03 dlogz:0.249>0.1]
2892it [31:24,  1.88s/it, bound:0 nc:  3 ncall:1.8e+04 eff:15.8% logz-ratio=8.39+/-0.03 dlogz:0.248>0.1]
2893it [31:27,  2.22s/it, bound:0 nc: 36 ncall:1.8e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.248>0.1]
2894it [31:29,  2.38s/it, bound:0 nc: 29 ncall:1.8e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.248>0.1]
2895it [31:33,  2.73s/it, bound:0 nc: 34 ncall:1.8e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.248>0.1]
2896it [31:34,  2.31s/it, bound:0 nc: 14 ncall:1.8e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.247>0.1]
2897it [31:35,  2.00s/it, bound:0 nc: 14 ncall:1.8e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.247>0.1]
2898it [31:38,  2.11s/it, bound:0 nc: 25 ncall:1.9e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.247>0.1]
2899it [31:39,  1.70s/it, bound:0 nc:  7 ncall:1.9e+04 eff:15.7% logz-ratio=8.39+/-0.03 dlogz:0.247>0.1]
2900it [31:41,  1.84s/it, bound:0 nc: 21 ncall:1.9e+04 eff:15.6% logz-ratio=8.39+/-0.03 dlogz:0.246>0.1]
2901it [31:43,  1.96s/it, bound:0 nc: 23 ncall:1.9e+04 eff:15.6% logz-ratio=8.39+/-0.03 dlogz:0.246>0.1]
2902it [31:45,  2.12s/it, bound:0 nc: 19 ncall:1.9e+04 eff:15.6% logz-ratio=8.39+/-0.03 dlogz:0.246>0.1]
2903it [31:47,  2.02s/it, bound:0 nc: 14 ncall:1.9e+04 eff:15.6% logz-ratio=8.39+/-0.03 dlogz:0.245>0.1]
2904it [31:57,  4.36s/it, bound:0 nc: 87 ncall:1.9e+04 eff:15.5% logz-ratio=8.39+/-0.03 dlogz:0.245>0.1]
2905it [32:06,  5.86s/it, bound:0 nc: 87 ncall:1.9e+04 eff:15.5% logz-ratio=8.39+/-0.03 dlogz:0.245>0.1]
2906it [32:12,  5.68s/it, bound:0 nc: 50 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.245>0.1]
2907it [32:13,  4.22s/it, bound:0 nc:  7 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.244>0.1]
2908it [32:19,  4.97s/it, bound:0 nc: 65 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.244>0.1]
2909it [32:22,  4.16s/it, bound:0 nc: 23 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.244>0.1]
2910it [32:23,  3.40s/it, bound:0 nc: 17 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.244>0.1]
2911it [32:27,  3.40s/it, bound:0 nc: 31 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.243>0.1]
2912it [32:27,  2.48s/it, bound:0 nc:  4 ncall:1.9e+04 eff:15.4% logz-ratio=8.39+/-0.03 dlogz:0.243>0.1]
2913it [32:30,  2.81s/it, bound:0 nc: 33 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.243>0.1]
2915it [32:31,  2.09s/it, bound:0 nc:  8 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.242>0.1]
2916it [32:34,  2.22s/it, bound:0 nc: 28 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.242>0.1]
2917it [32:35,  1.75s/it, bound:0 nc:  8 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.242>0.1]
2918it [32:36,  1.55s/it, bound:0 nc: 10 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.241>0.1]
2919it [32:37,  1.48s/it, bound:0 nc: 13 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.241>0.1]
2920it [32:37,  1.12s/it, bound:0 nc:  3 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.241>0.1]
2921it [32:39,  1.23s/it, bound:0 nc: 13 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.241>0.1]
2922it [32:40,  1.17s/it, bound:0 nc: 10 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.240>0.1]
2923it [32:40,  1.01s/it, bound:0 nc:  7 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.240>0.1]
2924it [32:41,  1.25it/s, bound:0 nc:  3 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.240>0.1]
2925it [32:41,  1.49it/s, bound:0 nc:  3 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.240>0.1]
2926it [32:42,  1.58it/s, bound:0 nc:  6 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.239>0.1]
2927it [32:44,  1.28s/it, bound:0 nc: 32 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.239>0.1]
2928it [32:46,  1.41s/it, bound:0 nc: 15 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.239>0.1]
2929it [32:47,  1.19s/it, bound:0 nc:  6 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.239>0.1]
2930it [32:48,  1.13s/it, bound:0 nc: 10 ncall:1.9e+04 eff:15.3% logz-ratio=8.39+/-0.03 dlogz:0.238>0.1]
2931it [32:55,  3.11s/it, bound:0 nc: 72 ncall:1.9e+04 eff:15.2% logz-ratio=8.39+/-0.03 dlogz:0.238>0.1]
2932it [32:57,  2.77s/it, bound:0 nc: 17 ncall:1.9e+04 eff:15.2% logz-ratio=8.39+/-0.03 dlogz:0.238>0.1]
2933it [33:00,  2.67s/it, bound:0 nc: 22 ncall:1.9e+04 eff:15.2% logz-ratio=8.39+/-0.03 dlogz:0.238>0.1]
2934it [33:01,  2.18s/it, bound:0 nc: 11 ncall:1.9e+04 eff:15.2% logz-ratio=8.39+/-0.03 dlogz:0.237>0.1]
2935it [33:01,  1.64s/it, bound:0 nc:  4 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.237>0.1]
2936it [33:04,  1.92s/it, bound:0 nc: 27 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.237>0.1]
2937it [33:04,  1.48s/it, bound:0 nc:  4 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.236>0.1]
2938it [33:05,  1.25s/it, bound:0 nc:  9 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.236>0.1]
2939it [33:06,  1.11s/it, bound:0 nc:  8 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.236>0.1]
2940it [33:07,  1.04s/it, bound:0 nc:  8 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.236>0.1]
2941it [33:07,  1.19it/s, bound:0 nc:  3 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.235>0.1]
2942it [33:07,  1.62it/s, bound:0 nc:  1 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.235>0.1]
2943it [33:09,  1.03it/s, bound:0 nc: 18 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.235>0.1]
2944it [33:11,  1.22s/it, bound:0 nc: 16 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.235>0.1]
2945it [33:11,  1.06it/s, bound:0 nc:  3 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.234>0.1]
2946it [33:16,  2.11s/it, bound:0 nc: 36 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.234>0.1]
2947it [33:17,  1.71s/it, bound:0 nc:  5 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.234>0.1]
2948it [33:18,  1.50s/it, bound:0 nc:  7 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.234>0.1]
2949it [33:18,  1.30s/it, bound:0 nc:  6 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.233>0.1]
2950it [33:21,  1.73s/it, bound:0 nc: 22 ncall:1.9e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.233>0.1]
2951it [33:22,  1.42s/it, bound:0 nc:  6 ncall:1.9e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.233>0.1]
2952it [33:22,  1.03s/it, bound:0 nc:  1 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.233>0.1]
2953it [33:22,  1.21it/s, bound:0 nc:  3 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.232>0.1]
2954it [33:23,  1.52it/s, bound:0 nc:  2 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.232>0.1]
2955it [33:23,  1.46it/s, bound:0 nc:  6 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.232>0.1]
2956it [33:24,  1.55it/s, bound:0 nc:  5 ncall:1.9e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.232>0.1]
2957it [33:27,  1.32s/it, bound:0 nc: 21 ncall:2.0e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.231>0.1]
2958it [33:29,  1.60s/it, bound:0 nc: 23 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.231>0.1]
2959it [33:29,  1.18s/it, bound:0 nc:  2 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.231>0.1]
2960it [33:30,  1.08it/s, bound:0 nc:  3 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.231>0.1]
2961it [33:30,  1.27it/s, bound:0 nc:  4 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.230>0.1]
2962it [33:31,  1.49it/s, bound:0 nc:  4 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.230>0.1]
2963it [33:31,  1.79it/s, bound:0 nc:  3 ncall:2.0e+04 eff:15.2% logz-ratio=8.40+/-0.03 dlogz:0.230>0.1]
2964it [33:33,  1.10s/it, bound:0 nc: 23 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.230>0.1]
2965it [33:33,  1.16it/s, bound:0 nc:  3 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.229>0.1]
2966it [33:36,  1.21s/it, bound:0 nc: 21 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.229>0.1]
2967it [33:36,  1.08s/it, bound:0 nc:  8 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.229>0.1]
2968it [33:40,  1.87s/it, bound:0 nc: 33 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.229>0.1]
2969it [33:41,  1.70s/it, bound:0 nc: 12 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.228>0.1]
2970it [33:44,  2.05s/it, bound:0 nc: 27 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.228>0.1]
2971it [33:46,  1.98s/it, bound:0 nc: 19 ncall:2.0e+04 eff:15.1% logz-ratio=8.40+/-0.03 dlogz:0.228>0.1]
2972it [33:51,  2.86s/it, bound:0 nc: 55 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.228>0.1]
2973it [33:52,  2.19s/it, bound:0 nc:  5 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.227>0.1]
2974it [33:52,  1.69s/it, bound:0 nc:  4 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.227>0.1]
2975it [34:00,  3.63s/it, bound:0 nc: 79 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.227>0.1]
2976it [34:02,  3.05s/it, bound:0 nc: 14 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.227>0.1]
2977it [34:04,  2.86s/it, bound:0 nc: 21 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.226>0.1]
2978it [34:05,  2.33s/it, bound:0 nc:  9 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.226>0.1]
2979it [34:06,  1.71s/it, bound:0 nc:  2 ncall:2.0e+04 eff:15.0% logz-ratio=8.40+/-0.03 dlogz:0.226>0.1]
2980it [34:08,  1.99s/it, bound:0 nc: 22 ncall:2.0e+04 eff:15.0% logz-ratio=8.41+/-0.03 dlogz:0.226>0.1]
2981it [34:09,  1.67s/it, bound:0 nc:  9 ncall:2.0e+04 eff:15.0% logz-ratio=8.41+/-0.03 dlogz:0.225>0.1]
2982it [34:11,  1.67s/it, bound:0 nc: 18 ncall:2.0e+04 eff:15.0% logz-ratio=8.41+/-0.03 dlogz:0.225>0.1]
2983it [34:14,  2.09s/it, bound:0 nc: 32 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.225>0.1]
2984it [34:15,  1.75s/it, bound:0 nc: 12 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.225>0.1]
2985it [34:19,  2.30s/it, bound:0 nc: 41 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.224>0.1]
2986it [34:22,  2.61s/it, bound:0 nc: 31 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.224>0.1]
2987it [34:22,  1.89s/it, bound:0 nc:  2 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.224>0.1]
2988it [34:23,  1.69s/it, bound:0 nc: 11 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.224>0.1]
2989it [34:25,  1.69s/it, bound:0 nc: 16 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.223>0.1]
2990it [34:26,  1.43s/it, bound:0 nc:  9 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.223>0.1]
2991it [34:26,  1.11s/it, bound:0 nc:  5 ncall:2.0e+04 eff:14.9% logz-ratio=8.41+/-0.03 dlogz:0.223>0.1]
2992it [34:32,  2.44s/it, bound:0 nc: 59 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.223>0.1]
2993it [34:33,  2.10s/it, bound:0 nc:  9 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.222>0.1]
2994it [34:35,  2.02s/it, bound:0 nc: 14 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.222>0.1]
2995it [34:37,  2.13s/it, bound:0 nc: 19 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.222>0.1]
2996it [34:40,  2.33s/it, bound:0 nc: 25 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.222>0.1]
2997it [34:42,  2.20s/it, bound:0 nc: 15 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.221>0.1]
2998it [34:42,  1.58s/it, bound:0 nc:  1 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.221>0.1]
2999it [34:44,  1.66s/it, bound:0 nc: 14 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.221>0.1]
3000it [34:45,  1.38s/it, bound:0 nc:  5 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.221>0.1]
3001it [34:45,  1.06s/it, bound:0 nc:  3 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.221>0.1]
3002it [34:49,  1.93s/it, bound:0 nc: 30 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.220>0.1]
3003it [34:52,  2.28s/it, bound:0 nc: 33 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.220>0.1]
3004it [34:52,  1.66s/it, bound:0 nc:  2 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.220>0.1]
3005it [34:53,  1.38s/it, bound:0 nc:  7 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.220>0.1]
3006it [34:54,  1.26s/it, bound:0 nc:  9 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.219>0.1]
3007it [34:55,  1.34s/it, bound:0 nc: 15 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.219>0.1]
3008it [34:56,  1.02it/s, bound:0 nc:  2 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.219>0.1]
3009it [34:56,  1.34it/s, bound:0 nc:  2 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.219>0.1]
3010it [35:01,  2.18s/it, bound:0 nc: 51 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.218>0.1]
3011it [35:02,  1.60s/it, bound:0 nc:  2 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.218>0.1]
3012it [35:02,  1.18s/it, bound:0 nc:  2 ncall:2.0e+04 eff:14.8% logz-ratio=8.41+/-0.03 dlogz:0.218>0.1]
3013it [35:03,  1.24s/it, bound:0 nc: 13 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.218>0.1]
3014it [35:04,  1.14s/it, bound:0 nc:  9 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.217>0.1]
3015it [35:06,  1.35s/it, bound:0 nc: 18 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.217>0.1]
3016it [35:07,  1.14s/it, bound:0 nc:  7 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.217>0.1]
3017it [35:07,  1.17it/s, bound:0 nc:  2 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.217>0.1]
3018it [35:08,  1.16it/s, bound:0 nc:  9 ncall:2.0e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.216>0.1]
3019it [35:12,  1.98s/it, bound:0 nc: 48 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.216>0.1]
3020it [35:12,  1.45s/it, bound:0 nc:  2 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.216>0.1]
3021it [35:13,  1.26s/it, bound:0 nc:  8 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.216>0.1]
3022it [35:14,  1.01s/it, bound:0 nc:  5 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.216>0.1]
3023it [35:14,  1.31it/s, bound:0 nc:  2 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.215>0.1]
3024it [35:16,  1.13s/it, bound:0 nc: 19 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.215>0.1]
3025it [35:17,  1.22s/it, bound:0 nc: 16 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.215>0.1]
3026it [35:17,  1.10it/s, bound:0 nc:  2 ncall:2.1e+04 eff:14.7% logz-ratio=8.41+/-0.03 dlogz:0.215>0.1]
3027it [35:18,  1.43it/s, bound:0 nc:  2 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.214>0.1]
3028it [35:21,  1.50s/it, bound:0 nc: 33 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.214>0.1]
3029it [35:21,  1.16s/it, bound:0 nc:  3 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.214>0.1]
3030it [35:22,  1.05it/s, bound:0 nc:  4 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.214>0.1]
3031it [35:23,  1.09s/it, bound:0 nc: 13 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.213>0.1]
3032it [35:28,  2.19s/it, bound:0 nc: 43 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.213>0.1]
3033it [35:29,  1.97s/it, bound:0 nc: 10 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.213>0.1]
3034it [35:31,  1.98s/it, bound:0 nc: 16 ncall:2.1e+04 eff:14.7% logz-ratio=8.42+/-0.03 dlogz:0.213>0.1]
3035it [35:35,  2.42s/it, bound:0 nc: 36 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.213>0.1]
3036it [35:40,  3.17s/it, bound:0 nc: 55 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.212>0.1]
3037it [35:40,  2.40s/it, bound:0 nc:  8 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.212>0.1]
3038it [35:41,  1.74s/it, bound:0 nc:  2 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.212>0.1]
3039it [35:41,  1.36s/it, bound:0 nc:  5 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.212>0.1]
3040it [35:42,  1.11s/it, bound:0 nc:  6 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.211>0.1]
3041it [35:44,  1.54s/it, bound:0 nc: 25 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.211>0.1]
3042it [35:47,  1.92s/it, bound:0 nc: 26 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.211>0.1]
3043it [35:48,  1.77s/it, bound:0 nc: 16 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.211>0.1]
3044it [35:50,  1.56s/it, bound:0 nc: 10 ncall:2.1e+04 eff:14.6% logz-ratio=8.42+/-0.03 dlogz:0.210>0.1]
3045it [35:58,  3.55s/it, bound:0 nc: 83 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.210>0.1]
3046it [35:59,  2.87s/it, bound:0 nc: 11 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.210>0.1]
3047it [35:59,  2.06s/it, bound:0 nc:  1 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.210>0.1]
3048it [36:01,  1.90s/it, bound:0 nc: 13 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.210>0.1]
3049it [36:01,  1.57s/it, bound:0 nc:  6 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.209>0.1]
3050it [36:02,  1.33s/it, bound:0 nc:  8 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.209>0.1]
3051it [36:04,  1.47s/it, bound:0 nc: 13 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.209>0.1]
3052it [36:06,  1.56s/it, bound:0 nc: 15 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.209>0.1]
3053it [36:07,  1.38s/it, bound:0 nc:  9 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.208>0.1]
3054it [36:08,  1.44s/it, bound:0 nc: 12 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.208>0.1]
3055it [36:11,  1.93s/it, bound:0 nc: 23 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.208>0.1]
3056it [36:13,  1.76s/it, bound:0 nc: 11 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.208>0.1]
3057it [36:19,  3.06s/it, bound:0 nc: 54 ncall:2.1e+04 eff:14.5% logz-ratio=8.42+/-0.03 dlogz:0.208>0.1]
3058it [36:20,  2.52s/it, bound:0 nc: 13 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.207>0.1]
3059it [37:31, 23.11s/it, bound:0 nc: 46 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.207>0.1]
3060it [37:32, 16.37s/it, bound:0 nc:  5 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.207>0.1]
3061it [37:33, 11.64s/it, bound:0 nc:  5 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.207>0.1]
3062it [37:37,  9.52s/it, bound:0 nc: 35 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.206>0.1]
3063it [37:39,  7.08s/it, bound:0 nc: 10 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.206>0.1]
3064it [37:40,  5.35s/it, bound:0 nc: 13 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.206>0.1]
3065it [37:46,  5.63s/it, bound:0 nc: 49 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.206>0.1]
3066it [37:48,  4.60s/it, bound:0 nc: 15 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.206>0.1]
3067it [37:50,  3.80s/it, bound:0 nc: 15 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.205>0.1]
3068it [37:51,  2.98s/it, bound:0 nc:  9 ncall:2.1e+04 eff:14.4% logz-ratio=8.42+/-0.03 dlogz:0.205>0.1]
